"NumeroOperation";"DateOperation";"NumeroCompte";"LibelleOperation";"Montant"
1974;"2017-01-10";"104";"Virement";"771.41"
1975;"2017-01-10";"125";"Virement";"1375.6"
1976;"2017-01-10";"87";"Virement";"40.01"
1977;"2017-01-10";"13";"Facture carte";"-197.87"
1978;"2017-01-10";"131";"Prélévement automatique";"-173.43"
1979;"2017-01-10";"50";"Facture carte";"-18.98"
1980;"2017-01-10";"158";"Virement";"-271.33"
1981;"2017-01-10";"36";"Encaissement chèque 274769";"-320.25"
1982;"2017-01-10";"125";"Encaissement chèque 949316";"-137.02"
1983;"2017-01-10";"64";"Prélévement automatique";"-108.82"
1984;"2017-01-10";"19";"Facture carte";"-179.24"
1985;"2017-01-10";"161";"Prélévement automatique";"-115.6"
1986;"2017-01-10";"118";"Virement";"1202.59"
1987;"2017-01-10";"64";"Encaissement chèque 104781";"-44.38"
1988;"2017-01-10";"44";"Prélévement automatique";"-120.46"
1989;"2017-01-10";"131";"Prélévement automatique";"-50.36"
1990;"2017-01-10";"64";"Facture carte";"-74.85"
1991;"2017-01-10";"125";"Facture carte";"-92.0"
1992;"2017-01-10";"176";"Encaissement chèque 067310";"284.28"
1993;"2017-01-10";"105";"Virement";"751.92"
1994;"2017-01-10";"91";"Facture carte";"-79.48"
1995;"2017-01-10";"187";"Facture carte";"-48.4"
1996;"2017-01-10";"166";"Virement";"159.51"
1997;"2017-01-10";"122";"Virement";"1048.91"
1998;"2017-01-10";"56";"Facture carte";"-158.3"
1999;"2017-01-10";"25";"Virement";"761.84"
2000;"2017-01-10";"73";"Virement";"991.88"
2001;"2017-01-10";"111";"Facture carte";"-67.45"
2002;"2017-01-10";"73";"Facture carte";"-66.41"
2003;"2017-01-10";"111";"Encaissement chèque 363164";"245.55"
2004;"2017-01-10";"44";"Encaissement chèque 517700";"318.19"
2005;"2017-01-10";"41";"Encaissement chèque 962504";"206.71"
2006;"2017-01-10";"34";"Prélévement automatique";"-130.52"
2007;"2017-01-10";"193";"Facture carte";"-51.62"
2008;"2017-01-10";"153";"Facture carte";"-134.07"
2009;"2017-01-10";"136";"Virement";"34.45"
2010;"2017-01-10";"133";"Versement forfaitaire";"135.61"
2011;"2017-01-10";"36";"Virement";"-192.37"
2012;"2017-01-10";"193";"Prélévement automatique";"-181.24"
2013;"2017-01-10";"125";"Virement";"374.7"
2014;"2017-01-10";"164";"Virement";"-178.72"
2015;"2017-01-10";"172";"Prélévement automatique";"-22.63"
2016;"2017-01-10";"168";"Facture carte";"-151.62"
2017;"2017-01-10";"187";"Facture carte";"-78.08"
2018;"2017-01-10";"34";"Facture carte";"-166.6"
2019;"2017-01-10";"138";"Virement";"299.91"
2020;"2017-01-10";"1";"Encaissement chèque 274571";"380.64"
2021;"2017-01-10";"48";"Prélévement automatique";"-164.69"
2022;"2017-01-10";"94";"Virement";"-292.54"
2023;"2017-01-10";"64";"Encaissement chèque 720795";"-219.13"
2024;"2017-01-10";"109";"Encaissement chèque 159880";"-334.93"
2025;"2017-01-10";"143";"Facture carte";"-131.32"
2026;"2017-01-10";"143";"Facture carte";"-61.89"
2027;"2017-01-10";"157";"Versement forfaitaire";"484.55"
2028;"2017-01-10";"195";"Facture carte";"-95.57"
2029;"2017-01-10";"19";"Virement";"45.38"
2030;"2017-01-10";"187";"Virement";"65.89"
2031;"2017-01-10";"75";"Encaissement chèque 598735";"-125.26"
2032;"2017-01-10";"183";"Encaissement chèque 799284";"262.34"
2033;"2017-01-10";"127";"Encaissement chèque 171851";"676.44"
2034;"2017-01-10";"56";"Encaissement chèque 161239";"-224.15"
2035;"2017-01-10";"186";"Encaissement chèque 795492";"89.5"
2036;"2017-01-10";"4";"Virement";"-264.07"
2037;"2017-01-10";"161";"Encaissement chèque 973905";"-171.65"
2038;"2017-01-10";"138";"Prélévement automatique";"-176.33"
2039;"2017-01-10";"193";"Virement";"848.05"
2040;"2017-01-10";"164";"Prélévement automatique";"-143.68"
2041;"2017-01-10";"88";"Encaissement chèque 059469";"131.82"
2042;"2017-01-10";"193";"Encaissement chèque 073611";"82.45"
2043;"2017-01-10";"12";"Encaissement chèque 905071";"166.08"
2044;"2017-01-10";"34";"Encaissement chèque 891153";"103.42"
2045;"2017-01-10";"101";"Virement";"244.27"
2046;"2017-01-10";"75";"Prélévement automatique";"-164.59"
2047;"2017-01-10";"166";"Facture carte";"-157.07"
2048;"2017-01-10";"168";"Facture carte";"-86.67"
2049;"2017-01-10";"48";"Facture carte";"-116.56"
2050;"2017-01-10";"41";"Facture carte";"-34.11"
2051;"2017-01-10";"132";"Encaissement chèque 010828";"316.21"
2052;"2017-01-10";"23";"Prélévement automatique";"-50.47"
2053;"2017-01-10";"48";"Virement";"1429.46"
2054;"2017-01-10";"134";"Encaissement chèque 333779";"-369.2"
2055;"2017-01-10";"111";"Virement";"1254.73"
2056;"2017-01-10";"50";"Encaissement chèque 463444";"-242.85"
2057;"2017-01-10";"50";"Prélévement automatique";"-150.18"
2058;"2017-01-10";"23";"Facture carte";"-148.9"
2059;"2017-01-10";"8";"Facture carte";"-17.82"
2060;"2017-01-10";"135";"Encaissement chèque 897523";"564.57"
2061;"2017-01-10";"34";"Prélévement automatique";"-145.11"
2062;"2017-01-10";"65";"Encaissement chèque 839510";"501.01"
2063;"2017-01-10";"91";"Facture carte";"-57.93"
2064;"2017-01-10";"17";"Prélévement automatique";"-35.67"
2065;"2017-01-10";"179";"Virement";"639.9"
2066;"2017-01-10";"17";"Virement";"-63.73"
2067;"2017-01-10";"109";"Facture carte";"-55.82"
2068;"2017-01-10";"178";"Versement forfaitaire";"440.16"
2069;"2017-01-10";"2";"Prélévement automatique";"-178.43"
2070;"2017-01-10";"159";"Versement forfaitaire";"297.36"
2071;"2017-01-10";"112";"Facture carte";"-66.26"
2072;"2017-01-10";"23";"Virement";"1567.9"
2073;"2017-01-10";"56";"Encaissement chèque 003731";"71.73"
2074;"2017-01-10";"183";"Prélévement automatique";"-41.99"
2075;"2017-01-10";"57";"Facture carte";"-87.57"
2076;"2017-01-10";"2";"Encaissement chèque 834964";"91.89"
2077;"2017-01-10";"94";"Prélévement automatique";"-196.84"
2078;"2017-01-10";"99";"Virement";"-429.83"
2079;"2017-01-10";"132";"Virement";"1568.81"
2080;"2017-01-10";"136";"Facture carte";"-170.33"
2081;"2017-01-10";"187";"Prélévement automatique";"-65.16"
2082;"2017-01-10";"8";"Encaissement chèque 128297";"-384.67"
2083;"2017-01-10";"190";"Versement forfaitaire";"167.16"
2084;"2017-01-10";"25";"Virement";"301.0"
2085;"2017-01-10";"42";"Virement";"473.72"
2086;"2017-01-10";"3";"Facture carte";"-168.33"
2087;"2017-01-10";"88";"Facture carte";"-21.41"
2088;"2017-01-10";"41";"Encaissement chèque 530600";"228.96"
2089;"2017-01-10";"171";"Facture carte";"-186.66"
2090;"2017-01-10";"33";"Prélévement automatique";"-199.82"
2091;"2017-01-10";"64";"Facture carte";"-71.59"
2092;"2017-01-10";"10";"Virement";"-352.21"
2093;"2017-01-10";"87";"Prélévement automatique";"-151.98"
2094;"2017-01-10";"58";"Prélévement automatique";"-76.75"
2095;"2017-01-10";"179";"Facture carte";"-98.69"
2096;"2017-01-10";"12";"Prélévement automatique";"-144.56"
2097;"2017-01-10";"42";"Virement";"1024.93"
2098;"2017-01-10";"73";"Encaissement chèque 886707";"378.15"
2099;"2017-01-10";"58";"Prélévement automatique";"-74.82"
2100;"2017-01-10";"1";"Encaissement chèque 390575";"329.74"
2101;"2017-01-10";"8";"Prélévement automatique";"-155.4"
2102;"2017-01-10";"57";"Prélévement automatique";"-43.29"
2103;"2017-01-10";"143";"Prélévement automatique";"-146.98"
2104;"2017-01-10";"104";"Encaissement chèque 639003";"-146.6"
2105;"2017-01-10";"87";"Encaissement chèque 946425";"371.16"
2106;"2017-01-10";"193";"Virement";"215.27"
2107;"2017-01-10";"109";"Encaissement chèque 669095";"-230.08"
2108;"2017-01-10";"195";"Encaissement chèque 501930";"-155.47"
2109;"2017-01-10";"164";"Facture carte";"-59.36"
2110;"2017-01-10";"103";"Prélévement automatique";"-98.38"
2111;"2017-01-10";"44";"Facture carte";"-178.77"
2112;"2017-01-10";"158";"Prélévement automatique";"-93.2"
2113;"2017-01-10";"44";"Prélévement automatique";"-163.78"
2114;"2017-01-10";"75";"Encaissement chèque 154051";"-281.47"
2115;"2017-01-10";"139";"Versement forfaitaire";"337.2"
2116;"2017-01-10";"40";"Virement";"465.22"
2117;"2017-01-10";"103";"Encaissement chèque 658632";"356.21"
2118;"2017-01-10";"12";"Prélévement automatique";"-144.75"
2119;"2017-01-10";"53";"Intérets reversés au capital";"2245.16"
2120;"2017-01-10";"3";"Prélévement automatique";"-64.53"
2121;"2017-01-10";"171";"Encaissement chèque 657543";"-247.49"
2122;"2017-01-10";"80";"Prélévement automatique";"-97.33"
2123;"2017-01-10";"3";"Virement";"-286.97"
2124;"2017-01-10";"118";"Prélévement automatique";"-46.73"
2125;"2017-01-10";"2";"Encaissement chèque 341588";"201.72"
2126;"2017-01-10";"187";"Facture carte";"-99.95"
2127;"2017-01-10";"112";"Prélévement automatique";"-114.71"
2128;"2017-01-10";"143";"Virement";"-291.46"
2129;"2017-01-10";"30";"Virement";"75.75"
2130;"2017-01-10";"131";"Virement";"909.77"
2131;"2017-01-10";"8";"Facture carte";"-199.84"
2132;"2017-01-10";"138";"Prélévement automatique";"-67.29"
2133;"2017-01-10";"118";"Prélévement automatique";"-45.78"
2134;"2017-01-10";"111";"Prélévement automatique";"-104.78"
2135;"2017-01-10";"44";"Facture carte";"-185.69"
2136;"2017-01-10";"101";"Virement";"-239.01"
2137;"2017-01-10";"57";"Encaissement chèque 299631";"-320.72"
2138;"2017-01-10";"186";"Prélévement automatique";"-27.79"
2139;"2017-01-10";"42";"Encaissement chèque 377712";"-104.16"
2140;"2017-01-10";"164";"Virement";"609.0"
2141;"2017-01-10";"105";"Virement";"860.39"
2142;"2017-01-10";"36";"Facture carte";"-23.87"
2143;"2017-01-10";"125";"Prélévement automatique";"-121.81"
2144;"2017-01-10";"80";"Facture carte";"-80.94"
2145;"2017-01-10";"12";"Encaissement chèque 189766";"-388.99"
2146;"2017-01-10";"103";"Encaissement chèque 126032";"-175.98"
2147;"2017-01-10";"166";"Facture carte";"-186.22"
2148;"2017-01-10";"104";"Facture carte";"-68.01"
2149;"2017-01-10";"187";"Facture carte";"-24.66"
2150;"2017-01-10";"48";"Encaissement chèque 961690";"-211.39"
2151;"2017-01-10";"44";"Virement";"443.84"
2152;"2017-01-10";"12";"Facture carte";"-67.5"
2153;"2017-01-10";"137";"Virement";"1393.83"
2154;"2017-01-10";"138";"Encaissement chèque 451521";"-197.51"
2155;"2017-01-10";"166";"Prélévement automatique";"-162.35"
2156;"2017-01-10";"104";"Virement";"233.01"
2157;"2017-01-10";"13";"Encaissement chèque 700932";"-62.94"
2158;"2017-01-10";"171";"Virement";"684.87"
2159;"2017-01-10";"11";"Prélévement automatique";"-145.82"
2160;"2017-01-10";"171";"Virement";"151.57"
2161;"2017-01-10";"25";"Facture carte";"-73.43"
2162;"2017-01-10";"104";"Virement";"1414.9"
2163;"2017-01-10";"12";"Encaissement chèque 763164";"58.83"
2164;"2017-01-10";"172";"Facture carte";"-88.08"
2165;"2017-01-10";"164";"Virement";"18.37"
2166;"2017-01-10";"34";"Virement";"1336.07"
2167;"2017-01-10";"136";"Virement";"1554.03"
2168;"2017-01-10";"137";"Encaissement chèque 281432";"15.38"
2169;"2017-01-10";"134";"Prélévement automatique";"-167.47"
2170;"2017-01-10";"150";"Encaissement chèque 947130";"142.1"
2171;"2017-01-10";"171";"Virement";"1097.6"
2172;"2017-01-10";"187";"Prélévement automatique";"-166.93"
2173;"2017-01-10";"195";"Facture carte";"-164.13"
2174;"2017-01-10";"166";"Virement";"1275.87"
2175;"2017-01-10";"112";"Prélévement automatique";"-179.42"
2176;"2017-01-10";"167";"Virement";"137.22"
2177;"2017-01-10";"42";"Prélévement automatique";"-61.99"
2178;"2017-01-10";"172";"Facture carte";"-90.1"
2179;"2017-01-10";"30";"Encaissement chèque 664277";"-2.91"
2180;"2017-01-10";"153";"Encaissement chèque 010708";"-254.83"
2181;"2017-01-10";"103";"Encaissement chèque 273074";"-123.82"
2182;"2017-01-10";"41";"Virement";"1576.3"
2183;"2017-01-10";"57";"Facture carte";"-150.2"
2184;"2017-01-10";"187";"Encaissement chèque 232493";"241.17"
2185;"2017-01-10";"105";"Virement";"787.69"
2186;"2017-01-10";"195";"Virement";"88.74"
2187;"2017-01-10";"153";"Encaissement chèque 542765";"-247.65"
2188;"2017-01-10";"125";"Virement";"-94.66"
2189;"2017-01-10";"91";"Virement";"-6.64"
2190;"2017-01-10";"138";"Prélévement automatique";"-171.7"
2191;"2017-01-10";"36";"Encaissement chèque 022967";"85.54"
2192;"2017-01-11";"30";"Prélévement automatique";"-42.68"
2193;"2017-01-11";"64";"Facture carte";"-99.56"
2194;"2017-01-11";"132";"Virement";"911.89"
2195;"2017-01-11";"109";"Virement";"-267.22"
2196;"2017-01-11";"164";"Virement";"793.8"
2197;"2017-01-11";"30";"Virement";"341.48"
2198;"2017-01-11";"25";"Facture carte";"-139.07"
2199;"2017-01-11";"17";"Virement";"1587.03"
2200;"2017-01-11";"30";"Virement";"793.41"
2201;"2017-01-11";"2";"Facture carte";"-61.52"
2202;"2017-01-11";"56";"Facture carte";"-101.75"
2203;"2017-01-11";"186";"Encaissement chèque 734666";"-97.83"
2204;"2017-01-11";"101";"Encaissement chèque 196925";"309.73"
2205;"2017-01-11";"30";"Virement";"905.25"
2206;"2017-01-11";"166";"Prélévement automatique";"-164.43"
2207;"2017-01-11";"132";"Encaissement chèque 945361";"-112.45"
2208;"2017-01-11";"122";"Virement";"1522.12"
2209;"2017-01-11";"44";"Encaissement chèque 138430";"340.31"
2210;"2017-01-11";"2";"Virement";"322.31"
2211;"2017-01-11";"41";"Facture carte";"-188.26"
2212;"2017-01-11";"109";"Encaissement chèque 518260";"25.12"
2213;"2017-01-11";"125";"Virement";"1565.93"
2214;"2017-01-11";"11";"Prélévement automatique";"-162.86"
2215;"2017-01-11";"34";"Virement";"996.56"
2216;"2017-01-11";"25";"Virement";"421.2"
2217;"2017-01-11";"111";"Encaissement chèque 785133";"155.65"
2218;"2017-01-11";"158";"Prélévement automatique";"-27.73"
2219;"2017-01-11";"86";"Versement forfaitaire";"183.18"
2220;"2017-01-11";"131";"Encaissement chèque 569024";"313.95"
2221;"2017-01-11";"34";"Prélévement automatique";"-118.49"
2222;"2017-01-11";"109";"Prélévement automatique";"-136.33"
2223;"2017-01-11";"179";"Virement";"1416.55"
2224;"2017-01-11";"42";"Virement";"482.66"
2225;"2017-01-11";"136";"Facture carte";"-58.81"
2226;"2017-01-11";"167";"Virement";"195.63"
2227;"2017-01-11";"171";"Prélévement automatique";"-104.31"
2228;"2017-01-11";"91";"Prélévement automatique";"-21.2"
2229;"2017-01-11";"109";"Virement";"-207.87"
2230;"2017-01-11";"168";"Facture carte";"-110.91"
2231;"2017-01-11";"167";"Virement";"414.43"
2232;"2017-01-11";"138";"Virement";"760.48"
2233;"2017-01-11";"164";"Prélévement automatique";"-95.18"
2234;"2017-01-11";"73";"Prélévement automatique";"-42.17"
2235;"2017-01-11";"131";"Facture carte";"-101.95"
2236;"2017-01-11";"87";"Encaissement chèque 787453";"303.54"
2237;"2017-01-11";"104";"Encaissement chèque 324485";"-240.16"
2238;"2017-01-11";"186";"Virement";"1415.34"
2239;"2017-01-11";"1";"Encaissement chèque 439217";"-84.18"
2240;"2017-01-11";"11";"Encaissement chèque 952599";"-355.15"
2241;"2017-01-11";"105";"Virement";"-91.8"
2242;"2017-01-11";"30";"Virement";"364.74"
2243;"2017-01-11";"33";"Encaissement chèque 997079";"111.07"
2244;"2017-01-11";"118";"Facture carte";"-14.98"
2245;"2017-01-11";"125";"Encaissement chèque 033019";"-241.85"
2246;"2017-01-11";"136";"Encaissement chèque 002919";"359.7"
2247;"2017-01-11";"94";"Prélévement automatique";"-194.25"
2248;"2017-01-11";"8";"Virement";"147.27"
2249;"2017-01-11";"33";"Virement";"929.54"
2250;"2017-01-11";"50";"Encaissement chèque 030263";"-322.11"
2251;"2017-01-11";"103";"Prélévement automatique";"-66.88"
2252;"2017-01-11";"58";"Facture carte";"-35.68"
2253;"2017-01-11";"193";"Facture carte";"-117.38"
2254;"2017-01-11";"161";"Prélévement automatique";"-142.58"
2255;"2017-01-11";"58";"Encaissement chèque 231763";"-199.16"
2256;"2017-01-11";"17";"Facture carte";"-74.98"
2257;"2017-01-11";"12";"Virement";"1122.35"
2258;"2017-01-11";"75";"Encaissement chèque 998541";"-83.88"
2259;"2017-01-11";"172";"Facture carte";"-136.67"
2260;"2017-01-11";"168";"Prélévement automatique";"-126.09"
2261;"2017-01-11";"195";"Facture carte";"-28.13"
2262;"2017-01-11";"137";"Virement";"1012.22"
2263;"2017-01-11";"153";"Facture carte";"-33.93"
2264;"2017-01-11";"129";"Encaissement chèque 805199";"319.23"
2265;"2017-01-11";"118";"Encaissement chèque 506332";"-299.31"
2266;"2017-01-11";"75";"Facture carte";"-165.97"
2267;"2017-01-11";"137";"Encaissement chèque 349300";"-285.61"
2268;"2017-01-11";"136";"Prélévement automatique";"-103.72"
2269;"2017-01-11";"134";"Prélévement automatique";"-115.96"
2270;"2017-01-11";"186";"Encaissement chèque 527620";"101.76"
2271;"2017-01-11";"150";"Encaissement chèque 199441";"-16.3"
2272;"2017-01-11";"3";"Prélévement automatique";"-144.88"
2273;"2017-01-11";"158";"Virement";"235.12"
2274;"2017-01-11";"2";"Facture carte";"-113.96"
2275;"2017-01-11";"64";"Prélévement automatique";"-92.32"
2276;"2017-01-11";"73";"Encaissement chèque 341595";"-141.09"
2277;"2017-01-11";"52";"Virement";"-452.44"
2278;"2017-01-11";"13";"Encaissement chèque 487842";"244.25"
2279;"2017-01-11";"122";"Facture carte";"-18.14"
2280;"2017-01-11";"33";"Encaissement chèque 629509";"196.48"
2281;"2017-01-11";"150";"Prélévement automatique";"-135.32"
2282;"2017-01-11";"48";"Prélévement automatique";"-159.52"
2283;"2017-01-11";"11";"Facture carte";"-5.51"
2284;"2017-01-11";"80";"Facture carte";"-137.9"
2285;"2017-01-11";"195";"Virement";"890.48"
2286;"2017-01-11";"88";"Prélévement automatique";"-132.81"
2287;"2017-01-11";"131";"Facture carte";"-42.05"
2288;"2017-01-11";"138";"Encaissement chèque 290043";"-110.33"
2289;"2017-01-11";"133";"Virement";"-131.15"
2290;"2017-01-11";"33";"Encaissement chèque 791537";"236.47"
2291;"2017-01-11";"1";"Facture carte";"-108.75"
2292;"2017-01-11";"111";"Encaissement chèque 674200";"21.59"
2293;"2017-01-11";"111";"Encaissement chèque 182476";"385.87"
2294;"2017-01-11";"101";"Facture carte";"-46.02"
2295;"2017-01-11";"187";"Facture carte";"-120.33"
2296;"2017-01-11";"94";"Prélévement automatique";"-123.14"
2297;"2017-01-11";"50";"Encaissement chèque 758807";"155.4"
2298;"2017-01-11";"48";"Facture carte";"-64.7"
2299;"2017-01-11";"91";"Virement";"257.15"
2300;"2017-01-11";"36";"Prélévement automatique";"-179.23"
2301;"2017-01-11";"172";"Virement";"-59.08"
2302;"2017-01-11";"29";"Virement";"263.24"
2303;"2017-01-11";"136";"Encaissement chèque 538606";"305.37"
2304;"2017-01-11";"195";"Virement";"-284.36"
2305;"2017-01-11";"164";"Facture carte";"-92.68"
2306;"2017-01-11";"11";"Encaissement chèque 954460";"259.11"
2307;"2017-01-11";"171";"Facture carte";"-60.0"
2308;"2017-01-11";"167";"Encaissement chèque 886176";"303.56"
2309;"2017-01-11";"3";"Prélévement automatique";"-168.48"
2310;"2017-01-11";"179";"Virement";"54.4"
2311;"2017-01-11";"186";"Encaissement chèque 490213";"-175.36"
2312;"2017-01-11";"44";"Facture carte";"-106.38"
2313;"2017-01-11";"150";"Encaissement chèque 378520";"150.98"
2314;"2017-01-11";"44";"Encaissement chèque 990202";"-233.69"
2315;"2017-01-11";"17";"Encaissement chèque 592929";"-69.19"
2316;"2017-01-11";"64";"Virement";"917.25"
2317;"2017-01-11";"11";"Facture carte";"-198.42"
2318;"2017-01-11";"122";"Prélévement automatique";"-21.89"
